Year,Song Title,Artist,Lyrics,Number of featured artists,Featured artists
,Indepedenza/Comportement Violent (Ft. Bouchées Doubles),Médine,"
C'est le systeme DIN, un minaret au centre de nos vies
La thématique est la même, mathématique de la haine
Dramatique est le thème lorsque le crime devient logique
Engagé dans l'écriture sans faire de tube
Depuis qu'le nez du sphinx dissimule la négritude
Lorsque les autres ont faim , nous on crève la dalle
Quand ils s'endorment, on se lève car trop loin de la capitale
12 mois sur 12 mois lunaires dans les tranchées
C'est mon système D un minaret dans les clochers
Vocabulaire châtié des quartiers
Rapologique charnier hostile aux tirs de mortiers
Master de cérémonie qui veulent mon hégémonie
N'ont pas compris que le nom de la ville est mon homonyme
Un tas de parole en l'air qui gesticule
Heureusement pour vous qu'on ne meurt pas du ridicule
Écrire c'est magique ça peut te sortir de l'enfer
C'est pas moi qui l'ai dit c'est Rubin Carter
C'est nos terres qu'ils piétinent, nos corps qu'ils piétinent
Pourquoi rendre à César ce qui appartient à Médine ?
Records et l'adversaire est dans les cordes
Les coups des traitres sont dans les 

 des hyènes surtout si tu marches en independenza
Parce que chez nous la coupe est pleine
L'indépendant n'est pas en deuil
Rap n'est pas mort si tu veux j'te vends son cercueil
 des hyènes surtout si tu marches en independenza
Parce que chez nous la coupe est pleine
Indépendant depuis l'retrait des colonies
C'est le système Dîn, un minaret au centre de nos vies

Depuis ma première rime j'écris avec les cris interne du quartier des Riyère
Sur une musique guerrière, oblige mes lettres à être au millimètre près
Une part de vérité plait pire que celle qui germe sur les lignes hertziennes
Pleine de dérivé aussi amer et merdique qu'elle
Petit sans délirer, j'ai hérité des rues hyper dures, du vice et des raclées
Donc je vis à vif, rempli mon vide de textes et de prières
Car même perturbé j'essaie de le faire en système D.I.N
 ma ligne, itinéraire avant mon final funéraire
 de leur mélodie urbaine, je me dis que j'ai rien à perdre
Qu'en indé moi j'ai de la veine, ouais, ouais
D'être un intègre, Bouchées Doubles, M.E.D.I.N.E l'impact est bien l'adresse

Et même les riches veulent rapper comme les pauvres
Vu qu'ils savent qu'on est le son qu'on écoute dans les gov'
Séparé le mouv' comme Joey Starr et Kool Shen
On est la branche musulmane présente depuis le Wu Tang
Mon pote ! Je sais qu'ils nous sabotent
J'ai vu des MC habillés en rose capote
Ton disque d'or est un mensonge qui sonne vrai
Dans la chambre en désintox' 
",1,['Bouchées Doubles']
,Interjection,Médine,"Bon tu vas arrêter de te foutre de ma gueule maintenant
Tu crois qu'on joue au roi du silence ou quoi ? Parle !
Tu veux finir tes jours à Cuba au camp Delta à bouffer ta soupe avec les mains dans le dos et à pisser devant tes codétenus ? Alors parle !
Bon allez, on se calme, don't panik comme tu dirais hein
T'as réussi à faire croire que ton rap était plus que de la musique et ils t'ont suivi, ils t'ont même accueilli comme un frère du quartier du Havre jusqu'à Chartres
Des grands projets parisiens aux habitations provinciales, ils ont tous relayé le discours de l'Arabian Panthers
",0,
,Interlocuteur,Médine,"Ah t'as gagné amigo
Le haut commissaire des droits de l'homme vient d'arriver et il réclame ta libération
Tu seras libre dans quelques minutes
Mais avant j'aimerais t'entendre à propos des marseillais de Street Skillz, Soprano, Mino et toute l'équipe
On sait que l’œil du cyclone c'est au Havre, que ton message cancérigène s'est propagé sur la capitale et dans de nombreuses provinces
Mais pourquoi cultiver une telle relation avec les marseillais ? Hein ?
T'en es pratiquement à ton cinquième morceau avec eux
Des dates de concert supplémentaires sont prévues à Marseille
On a plusieurs séries de photos où t'es au coté de monsieur Saïd, dit Soprano, alors crache, crache le morceau ou bien tes morceaux le feront pour toi
",0,
,Interminable,Médine,"Dis toi bien une chose, chacun de tes courriers sera lu, chacun des tes appels sera écouté, chacun de tes e-mails sera décortiqué et tu ne pourras plus prononcer ""salam 'oualeïkoum"", ""Allah"", ""Islam"" sans faire 48 heures de garde à vue
Tu pourras plus aller pisser sans qu'on connaisse la couleur de ton urine
Si tu persistes dans cette voie, on aura aucun scrupule à calomnier ta vie privée
La fabrication de preuve, ça nous a jamais fait peur
Tiens toi qui aime citer les leaders contemporains, rappelle-toi de leurs fins
Aucun d'entre eux n'est mort dans son lit
C'est ce que tu souhaites pour toi ?
Alors renonce à tout ça, oublie tes projets de révolte, bazarde tes slogans dans un coin de ta tête et surtout abandonne le concept ""Arabian Panthers""
",0,
,Interpol,Médine,"
Si j'en arrive aux poings, c'est qu'on m'a forcé la patte
J'ai pas acheté ma barbe dans une boutique de farces & attrapes
On fait du rap dans une époque pérave, regarde !
Le blanc de mes yeux a la couleur des betteraves
On parle tellement qu'on s'y perd dedans
Quand même les sages n'ont de la sagesse qu'une paire de dents
J'écris des kilomètres de lignes sur des BPM
Je suis un QCM pour questions existentielles
J'revendique mon obédience
À chaque connexion sous cyber-surveillance gros !
Dis pas mon blaze dans le combiné
Nous on court au château d'eau si tu veux couper le robinet
Anglo-Saxon est le slogan du T-shirt
P'tit joueur, ne joue pas les teachers tricheurs
Le challenger n'est pas Michael mais Usher
Je suis au rap ce que Schillinger est à Beecher
On kicke sur des beats apocalyptiques
Pour ado boutonneux, adultes épileptiques
Puisque la mode est à la zik humoristique
Je serai un coussin péteur sur une chaise électrique
De l'album petit il reste le pire
On veut des Dou'aa sincères pas de rest in peace
Plus un mot ne sortira de ma bouche
RDV le jour de l'assassinat de Massoud...
",0,
,Interrogatoire,Médine,"Bon alors, c'est ça hein ! Un slogan, une devise et tu crois que c'est avec ça qu'on va faire disparaitre les préjugés ! Que tu vas rassurer toute la population mais tu te fous le doigt dans l’œil jusqu'au coude, mon ami ! T'as juste réussi à berner les auditeurs, nous, on a vu clair dans ton jeu. Ma part de jihad, Indépédenza, Comportement violent, Al-Jazeerap...et j'en passe et des meilleures. Mais qu'est-ce que c'est que cette façon de titrer ses morceaux ? Ton équipe et toi, vous empoisonnez les cerveaux de nos jeunes avec vos idées d'unité pro-révolutionnaires. On va mettre fin au réseau rapidement, crois-moi sur parole, amigo ! D'ailleurs en parlant de réseau, on va faire parler les titres sur lesquels tu confrontes ton discours avec celui de tes intimes confrères, ces messieurs Abou Bakr, Brav, Tiers Monde et toute l'équipe Dîn Records
",0,
,Intro (Table d'écoute),Médine,"
Voici mon intro, jamais 2 sans 3
1, 2, 3 partez, dans le métro de Detroit
De Gibraltar, sors le nectar
Électrochoc les poitrines dans le coaltar
Couche-tard lève-tôt avec les louveteaux
Désormais les jeunes loufoques deviennent oufs tôt
Se jurent, pour le meilleur et pour le pire
De pirater nos empires sur peer-to-peer
Mon cœur sous cellophane fait kiffer les fans
Rapport qualité-prix c’est kif-kif pour les profanes
Ne pas être la cinquième roue du carrosse
Demande d’entretenir le moteur comme la carrosserie
Garde-à-vue d’œil, menotté au fauteuil
Déteste la police comme dans le virage Auteuil
Eh boy, tu es dur de la feuille
Le vrai visage de la volaille est celui de Caster Troy
Garde-à-vue d’œil, menotté au fauteuil
Déteste la police comme dans le virage Auteuil
Eh boy, tu es dur de la feuille
Le vrai visage de la volaille est celui de Caster Troy

Din Records
Zaouiche Médine
, 
matricule 7-6-6-2-0
Effets personnels, casier 76
Retirez votre combinaison et placez-la dans la bassine
Écoutez l’énumération et confirmez ou dés-affirmez par oui ou non le contenu de votre casier
Trousseau de clés : oui
Boussole : oui
Téléphone portable : oui
Coran de poche : oui
Passeport biométrique français : oui
Carte d’électeur : oui
Manuel de pilotage : non
87 dollars US : non plus
Très bien, veuillez signer cette déposition certifiant vous avoir remis vos effets personnels

""Écoute Médine et sa musique marginale""
""Boy j’suis en écoute à la Fnac et chez les RG""
""Les RG écoutent toutes mes conversations""
""Écoute les tables d'écoute, l'infiltration des RG""
Écoute Médine et sa musique marginale
Boy j’suis en écoute à la Fnac et chez les RG
Les RG écoutent toutes mes conversations
J’suis rodave, mon rap s’est laissé pousser la barbe
",0,
2018,Iron Mic,Médine,"
Médine, l'Arabian Panther, 
Storyteller
Konbini Iron Mic

J'casse internet quand j'casse le beat
Mon CM, c'est Mathieu Kassovitz
Ils m'ont enterré, comme un Marvel, j'arrive toujours à la fin du générique
J'veux tout posséder, j'veux plus mériter
Trente-cinq balais, j'arrive plus à m'arrêter
Tu m'trouves trop génial, tous tes qualificatifs sont au dessous de la vérité
Arabian Panther, mon gang du Havre
Cette année, j'fête mes dix ans au Wakanda

Ne confonds pas Paul Bocuse et l'McDonald's
Tous tes rappeurs sont là par le piston
Moi, je ne mens pas, c'est la vérité qui s'trompe
J'leur déclare la guerre toutes les sept secondes
J'commande mes hommes et mes pizzas sur le même ton
J'ai fini ma sèche, j'suis en prise de masse
J'ai fait de mes seize une musique de masse
Rap hardcore, rappeurs qui s'clashent
Même entre nous, y a des rapports de classe
Nouvel album prend aussitôt
On n'guérit pas les trous de balles au suppo'
Tu n'me vois pas, pourtant j'suis àl
Caché comme les abdos d'un sumo
Toutes mes cicatrices, c'est des grains d'beauté
Tous leurs coups de couteau, c'est des points d'côté
Une égratignure sur la Muraille de Chine
Ma première semaine, c'est leur jour d'ITT
Ma ville, c'est ma muse, j'suis son égérie
Médine descendant d'immigrés d'Algérie
Le jour où j'recevrai le prix Nobel comme Yasser Arafat, j'regarderai Tom et Jerry
",0,
,Jeune Vétéran,Médine,"
Les poings levés sur le Mont Olympe
Face au pouce de César
Qui nous condamne pour les lois enfreintes
En direction de l'enfer éternel
Parce que l'ange de la Mort
Nous aime d'un amour fraternel
J'obtiendrais le martyr avec un stylo
Aussi sûr qu'Arthur Ashe et sa raquette afro
Surmonta les barrières en temps de guerre
Sur les pas de ses pères
Apprend de ses erreurs sur le tas
Aucune balle ne peut tuer l'honneur d'un homme
Aucun de vos chars ne peut détruire les royaumes
Construits dans le cœur d'un jeune vétéran
Le conseil est offert pour auditeurs itinérants
Itinéraire de soldat, pour la gloire on se bat
Les victoires de cette vie
N'auront de sens que dans l'au-delà
N'auront de sens qu'à la fin du chronomètre
Alors je règle mon horloge biologique
Sur celle de La Mecque
Plume ou clavier, de la terre au gravier
Des histoires autour d'un feu jusqu'au cd gravé
Pour métropole, Outre-Mer et Benelux
Mes couplets déterrés de sous la croix de Spartacus
Qui paye ses dettes s'enrichit alors je rap
Pour que mon âme parte un jour milliardaire de Hassanats
Sous mes pattes, un jardin paradisiaque
Mettant fin à l'injustice et au règne du technocrate
Sortir un disque ou parler publiquement
C'est comme d'écrire une poésie sur un missile avant son 
larguement
Deux albums dans le dos, pas de coup d'épée dans l'eau
Je suis à l'origine d'un renouveau

Nous sommes de jeunes vétérans perdus dans la métropole
De jeunes recherchant la paix avec une parabole
Orientés vers les continents du Sud
Fuyant le mal du siècle et la misère de nos ZUP
De jeunes vétérans, déterrant le passé
Opérant les dettes qui ont la mémoire effacée
De jeunes conquérants qui par les mots acquièrent
Le respect de leur père
Devenant de jeunes vétérans ...de jeunes vétérans...
Din Records...Salsa...Proof...Médine...Arabian Panthers
",0,
,Jihad,Médine,"Quelques milliards d'années pour un retour en arrière
Écrivain arriéré depuis que l'homme est sur terre
Il était une fois un morceau de chair
Qui pour conquérir le monde, petit homme partit en guerre
D'un geste habile Abel devint victime
Par le meurtre de son frère, Qâbîl instaure le crime
Ce furent les premiers pas sur terre des criminels
Trahison fraternelle, une femme au centre des querelles
Et le règne de l'homme suivit son cours
Oubliant son Seigneur celui qui lui fit voir le jour
Accumulant les erreurs et les défaites
Espérant trouver son coin de paradis par les conquêtes
Alors petit homme sortit son épée
De son fourreau et commença à découper
Toutes les têtes qui se dressaient devant lui
Les mauvais comme les gentils, les colosses comme les petits
Préhistoire, antiquité, Moyen-âge et Renaissance
Une histoire sans équité obtient la rage à la naissance
Avertissement de la part des messagers
À qui on tourne le dos et qui nous laissent présager
Une guerre avant une autre et un mort après l'autre
Un empire, un continent et une rafle contre une autre
Récit imaginaire, mythologie du minotaure
Hercule contre Centaure
, 
Achille contre Hector
Et comme les responsables n'y sont qu'à moitié
Musulmans contre croisés, Jérusalem et Poitiers
David contre Goliath
 et Moussa contre Pharaon
Tous devront rendre compte quand sonnera le clairon
Et l'existence aura pris fin
Puis renaîtra de sa poussière de défunt
Un jugement qui se déroule sans injustice
Regroupant l'humanité les dos chargés de bêtises
Mais bien avant petit homme aura pris le temps
De combattre son frère et de verser le sang
D'innocents, de coupables présumés
D'instaurer un bordel pas possible en résumé
César
, 
Attila
, 
Alexandre le grand
Gengis Khan
, 
Napoléon
 et 
Guillaume le Conquérant
Le pouvoir ne fait que changer de prénom
Les méthodes restent les mêmes, de successions en successions
Couronné par le peuple autoproclamé
Le bourreau par la victime se voit acclamé
Réclamer le prix d'une liberté promise
En espérant un jour regagner la terre promise
Moujahidin
, 
Samouraï
 ou 
prétorien
Mercenaire et légionnaire, soldat de plomb qui ne craint rien
Général, caporal, sous-officier
Depuis le fond de nos entrailles à la guerre nous sommes initiés
Et si le monde d'aujourd'hui a changé
Qu'on nous explique les génocides et leur sens caché
Qu'on nous explique les conflits qui se prolongent
Le 21ème siècle est bien parti dans son allonge
Explique les bouteilles de gaz l'invention des chambres à gaz
Les furtifs hélicoptères qui coupent les ailes de
 
Pégase
Le crime est dans nos têtes enfoui dans nos mémoires
Il suffit d'un rien pour que le monde replonge dans le noir
Guerre offensive, défensive, guerre mondiale
Guerre des nerfs, nucléaire, guerre coloniale
Guerre des étoiles, guerre du feu, guerre diplomatique
Guerre des mondes et guerre bactériologique
Guerre froide et guerre de résistance
Guerre civile, guerre de 100 ans, guerre d'indépendance
Croix de guerre, chemin de croix et croix de fer
Crime de guerre, cri d'enfer auxquels je crois dur comme fer
L'important c'est de participer
Moi j'crois bien n'avoir jamais joué à la paix
Une marguerite sur nos fusils à pompe
On déteste les armes mais les fabrique en grand nombre
C'est l'industrie de l'armement
Une manière comme une autre de se faire de l'argent
Ak-47
 et pistolet mitrailleur
Kalachnikov et 
missiles Stingers
Missiles, roquettes, 
Al samoud
 et 
Tomahawk
Des armes de destruction massive qui nous choquent
Uniquement quand elles appartiennent aux autres
Après l'enquête en fin de compte ce sont les nôtres
Et recommence depuis le commencement
Insoumission, désobéissance au Grand Commandement
On abandonne notre poste de vertu
Moralité d'acier un vêtement dévêtu
Aucune pudeur, aucune remise en question
Aucun regret, aucune larme, aucune demande de pardon
Aucun combat exercé de l'intérieur
Aucune leçon tirée de toutes les erreurs antérieures
On naît, on vit, on meurt entre deux on s'entretue
On se pardonne, on se trahit le cycle se perpétue
On se délivre, on se libère pour finalement
Enchaîner par rendosser d'autres chaînes machinalement
Et moi je chante contre vents et marées
Écoute ma chronologie pour les contrecarrer
Ceux qui choisissent la solution militaire
N'ont-ils pas vu qu'elle nous dessert beaucoup plus qu'elle nous sert?
Reçoit mes références, mon listing, ma rédaction
Reçoit mon bilan historique et ses acteurs sans rédemption
Étudier reste la seule solution
Pour les blancs, les noirs, les gens issus de l'immigration
Ma richesse est culturelle, mon combat est éternel
C'est celui de l'intérieur contre mon mauvais moi-même
Mais pour le moment les temps resteront durs
Et pour le dire une centaine de mesures
Jihad !
",0,
